Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
brokenLinksImages,Chrome 73.0.3683.86,,2019-04-03 10:48:16,2019-04-03 10:48:49,33.349s,FAILED
,,,,,,
Test Cases/REALratings/REALrating/URL,Chrome 73.0.3683.86,,2019-04-03 10:48:16,2019-04-03 10:48:25,8.988s,PASSED
openBrowser,Chrome 73.0.3683.86,Open Browser,2019-04-03 10:48:16,2019-04-03 10:48:19,3.102s,PASSED
navigateToUrl,Chrome 73.0.3683.86,Launch REALratings Application,2019-04-03 10:48:19,2019-04-03 10:48:24,4.447s,PASSED
maximizeWindow,Chrome 73.0.3683.86,Maximize the window,2019-04-03 10:48:24,2019-04-03 10:48:25,1.122s,PASSED
,,,,,,
Test Cases/REALratings/REALrating/allLinksAllAccessible,Chrome 73.0.3683.86,,2019-04-03 10:48:25,2019-04-03 10:48:48,23.417s,FAILED
verifyAllLinksOnCurrentPageAccessible,Chrome 73.0.3683.86,,2019-04-03 10:48:25,2019-04-03 10:48:48,23.233s,FAILED
