Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
REALrating,Chrome 74.0.3729.169,,2019-05-28 14:00:44,2019-05-28 14:01:45,1m - 0.786s,FAILED
,,,,,,
Test Cases/REALratings/REALrating/allLinksAllAccessible,Chrome 74.0.3729.169,,2019-05-28 14:00:44,2019-05-28 14:01:16,31.534s,PASSED
"openBrowser("""")",Chrome 74.0.3729.169,Open Browser,2019-05-28 14:00:45,2019-05-28 14:00:48,3.539s,PASSED
"navigateToUrl(""https://uat.realrating.co.uk/"")",Chrome 74.0.3729.169,Launch REALrating Application,2019-05-28 14:00:48,2019-05-28 14:00:52,3.422s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,Maximize the window,2019-05-28 14:00:52,2019-05-28 14:00:53,1.160s,PASSED
"verifyElementPresent(findTestObject(""REALRatings/REALrating/Page_REALrating/Get Started""), 5, STOP_ON_FAILURE)",Chrome 74.0.3729.169,Verify REALrating Application Page,2019-05-28 14:00:53,2019-05-28 14:00:53,0.093s,PASSED
"verifyAllLinksOnCurrentPageAccessible(false, [])",Chrome 74.0.3729.169,To Verify Broken Links/Images,2019-05-28 14:00:53,2019-05-28 14:01:16,22.922s,PASSED
,,,,,,
Test Cases/REALratings/REALrating/formSubmission,Chrome 74.0.3729.169,,2019-05-28 14:01:16,2019-05-28 14:01:44,28.278s,FAILED
"openBrowser("""")",Chrome 74.0.3729.169,Open Browser,2019-05-28 14:01:17,2019-05-28 14:01:20,3.566s,PASSED
"navigateToUrl(""https://uat.realrating.co.uk/"")",Chrome 74.0.3729.169,Launch REALrating Application,2019-05-28 14:01:20,2019-05-28 14:01:24,3.457s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,Maximize the window,2019-05-28 14:01:24,2019-05-28 14:01:25,1.131s,PASSED
"verifyElementPresent(findTestObject(""REALRatings/REALrating/Page_REALrating/Get Started""), 5, STOP_ON_FAILURE)",Chrome 74.0.3729.169,Verify REALrating Application Page,2019-05-28 14:01:25,2019-05-28 14:01:25,0.049s,PASSED
"click(findTestObject(""REALRatings/REALrating/Page_REALrating/Get Started""))",Chrome 74.0.3729.169,Click Get Started,2019-05-28 14:01:25,2019-05-28 14:01:25,0.091s,PASSED
delay(1),Chrome 74.0.3729.169,,2019-05-28 14:01:25,2019-05-28 14:01:26,1.026s,PASSED
"comment(""Basic Information"")",Chrome 74.0.3729.169,,2019-05-28 14:01:26,2019-05-28 14:01:26,0.009s,PASSED
"setText(findTestObject(""REALRatings/REALrating/Page_REALrating/First Name""), findTestData(""getEmployable/Applicants"").getValue(1, 1))",Chrome 74.0.3729.169,Enter First Name,2019-05-28 14:01:26,2019-05-28 14:01:26,0.188s,PASSED
"setText(findTestObject(""REALRatings/REALrating/Page_REALrating/Last Name""), findTestData(""getEmployable/Applicants"").getValue(2, 1))",Chrome 74.0.3729.169,Enter Last Name,2019-05-28 14:01:26,2019-05-28 14:01:26,0.152s,PASSED
rad = new java.util.Random(),Chrome 74.0.3729.169,,2019-05-28 14:01:26,2019-05-28 14:01:26,0.003s,PASSED
emailid = rad.nextInt(2000),Chrome 74.0.3729.169,Enter University Email,2019-05-28 14:01:26,2019-05-28 14:01:26,0.003s,PASSED
