Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
getEmployable-Intertested-NotMet Criteria,Chrome 75.0.3770.100,,2019-07-16 11:17:20,2019-07-16 11:20:19,2m - 58.977s,PASSED
,,,,,,
Test Cases/getEmployable/getEmployable Random/launchSite,Chrome 75.0.3770.100,,2019-07-16 11:17:20,2019-07-16 11:17:35,14.222s,PASSED
"comment(""Opening getEmployable application"")",Chrome 75.0.3770.100,,2019-07-16 11:17:21,2019-07-16 11:17:21,0.165s,PASSED
"openBrowser("""")",Chrome 75.0.3770.100,Launch browser,2019-07-16 11:17:21,2019-07-16 11:17:25,3.658s,PASSED
"navigateToUrl(findTestData(""getEmployable/URL"").getValue(1, 1))",Chrome 75.0.3770.100,Invoke getEmployable site ,2019-07-16 11:17:25,2019-07-16 11:17:28,3.754s,PASSED
maximizeWindow(),Chrome 75.0.3770.100,Maximize the browser,2019-07-16 11:17:28,2019-07-16 11:17:30,1.151s,PASSED
"verifyElementPresent(findTestObject(""getEmployable/form""), 10, STOP_ON_FAILURE)",Chrome 75.0.3770.100,Verify the site lauched sucessfully,2019-07-16 11:17:30,2019-07-16 11:17:30,0.074s,PASSED
delay(5),Chrome 75.0.3770.100,,2019-07-16 11:17:30,2019-07-16 11:17:35,5.012s,PASSED
,,,,,,
Test Cases/getEmployable/getEmployable Random/aboutYou,Chrome 75.0.3770.100,,2019-07-16 11:17:35,2019-07-16 11:17:58,22.836s,PASSED
"comment(""Enter aboutYou page details"")",Chrome 75.0.3770.100,,2019-07-16 11:17:35,2019-07-16 11:17:35,0.004s,PASSED
rad = new java.util.Random(),Chrome 75.0.3770.100,,2019-07-16 11:17:35,2019-07-16 11:17:35,0.004s,PASSED
"setText(findTestObject(""getEmployable/input_First Name""), findTestData(""getEmployable/Applicants"").getValue(1, 1))",Chrome 75.0.3770.100,Enter First Name,2019-07-16 11:17:35,2019-07-16 11:17:35,0.248s,PASSED
"setText(findTestObject(""getEmployable/input_Last name""), findTestData(""getEmployable/Applicants"").getValue(2, 1))",Chrome 75.0.3770.100,Enter Last Name,2019-07-16 11:17:35,2019-07-16 11:17:35,0.230s,PASSED
Email = rad.nextInt(2000),Chrome 75.0.3770.100,,2019-07-16 11:17:35,2019-07-16 11:17:35,0.004s,PASSED
